word,bank,wlen
ENVELOP,A,7
ENVELOPE,A,8
ENVELOPMENT,A,11
ENVIABLE,A,8
ENVIOUS,A,7
ENVIOUSLY,A,9
ENVIRON,A,7
ENVIRONMENT,A,11
ENVIRONMENTAL,A,13
ENVIRONMENTALLY,A,15
ENVIRONS,A,8
ENVISAGE,A,8
ENVISION,A,8
ENVISIONING,A,11
ENVOI,A,5
ENVOY,A,5
ENVY,A,4
ENZYMATIC,A,9
ENZYMATICALLY,A,13
ENZYME,A,6
ENZYMIC,A,7
ENZYMOLOGY,A,10
EOCENE,A,6
EOLIAN,A,6
EOSIN,A,5
EOSINOPHIL,A,10
EOSINOPHILIA,A,12
EOSINOPHILIC,A,12
EPHEDRA,A,7
EPHEDRINE,A,9
EPHEMERA,A,8
EPHEMERAL,A,9
EPHEMERIS,A,9
EPHOD,A,5
EPHORS,A,6
EPIBLAST,A,8
EPIC,A,4
EPICARDIAL,A,10
EPICENTER,A,9
EPICURE,A,7
EPICUREAN,A,9
EPICUREANISM,A,12
EPICYCLE,A,8
EPIDEMIC,A,8
EPIDEMIOLOGIC,A,13
EPIDEMIOLOGICAL,A,15
EPIDEMIOLOGIST,A,14
EPIDEMIOLOGY,A,12
EPIDERMAL,A,9
EPIDERMIS,A,9
EPIDERMOID,A,10
EPIDIDYMAL,A,10
EPIDIDYMIS,A,10
EPIDIDYMITIS,A,12
EPIDOTE,A,7
EPIDURAL,A,8
EPIGASTRIC,A,10
EPIGENESIS,A,10
EPIGENETIC,A,10
EPIGLOTTIS,A,10
EPIGRAM,A,7
EPIGRAMMATIC,A,12
EPIGRAPH,A,8
EPIGRAPHIC,A,10
EPIGRAPHICAL,A,12
EPIGRAPHY,A,9
EPILEPSY,A,8
EPILEPTIC,A,9
EPILEPTIFORM,A,12
EPILOGUE,A,8
EPINEPHRINE,A,11
EPIPHANY,A,8
EPIPHENOMENON,A,13
EPIPHYSEAL,A,10
EPIPHYSIS,A,9
EPIPHYTIC,A,9
EPISCOPACY,A,10
EPISCOPAL,A,9
EPISCOPATE,A,10
EPISIOTOMY,A,10
EPISODE,A,7
EPISODIC,A,8
EPISTAXIS,A,9
EPISTEMIC,A,9
EPISTEMICALLY,A,13
EPISTEMOLOGICAL,A,15
EPISTEMOLOGY,A,12
EPISTLE,A,7
EPISTOLARY,A,10
EPITAPH,A,7
EPITAXIAL,A,9
EPITAXY,A,7
EPITHELIAL,A,10
EPITHELIOID,A,11
EPITHELIOMA,A,11
EPITHELIUM,A,10
EPITHET,A,7
EPITOME,A,7
EPITOMIZE,A,9
EPITOPE,A,7
EPIZOOTIC,A,9
EPOCH,A,5
EPOCHAL,A,7
EPONYMOUS,A,9
EPOS,A,4
EPOXIDE,A,7
EPOXIDES,A,8
EPOXY,A,5
EPSILON,A,7
EQUABLE,A,7
EQUAL,A,5
EQUALISE,A,8
EQUALITARIAN,A,12
EQUALITY,A,8
EQUALIZATION,A,12
EQUALIZE,A,8
EQUALIZER,A,9
EQUALLY,A,7
EQUANIMITY,A,10
EQUATE,A,6
EQUATING,A,8
EQUATION,A,8
EQUATIONAL,A,10
EQUATOR,A,7
EQUATORIAL,A,10
EQUERRY,A,7
EQUESTRIAN,A,10
EQUIDISTANT,A,11
EQUILATERAL,A,11
EQUILIBRATE,A,11
EQUILIBRATION,A,13
EQUILIBRIUM,A,11
EQUIMOLAR,A,9
EQUINE,A,6
EQUINOCTIAL,A,11
EQUINOX,A,7
EQUIP,A,5
EQUIPAGE,A,8
EQUIPMENT,A,9
EQUIPOISE,A,9
EQUIPOTENTIAL,A,13
EQUIPPING,A,9
EQUISETUM,A,9
EQUITABLE,A,9
EQUITABLY,A,9
EQUITES,A,7
EQUITY,A,6
EQUIVALENCE,A,11
EQUIVALENCY,A,11
EQUIVALENT,A,10
EQUIVALENTLY,A,12
EQUIVOCAL,A,9
EQUIVOCATION,A,12
ERADICATE,A,9
ERADICATION,A,11
ERASABLE,A,8
ERASE,A,5
ERASER,A,6
ERASURE,A,7
ERBIUM,A,6
ERECT,A,5
ERECTILE,A,8
ERECTING,A,8
ERECTION,A,8
ERECTOR,A,7
ERGATIVE,A,8
ERGO,A,4
ERGODIC,A,7
ERGOMETER,A,9
ERGONOMIC,A,9
ERGONOMICS,A,10
ERGOSTEROL,A,10
ERGOT,A,5
ERGOTAMINE,A,10
ERICA,A,5
ERMINE,A,6
ERNE,A,4
ERODE,A,5
ERODING,A,7
EROGENOUS,A,9
EROS,A,4
EROSION,A,7
EROSIONAL,A,9
EROSIVE,A,7
EROTIC,A,6
EROTICA,A,7
EROTICALLY,A,10
EROTICISM,A,9
ERRAND,A,6
ERRANT,A,6
ERRANTRY,A,8
ERRATIC,A,7
ERRATICALLY,A,11
ERRATUM,A,7
ERRONEOUS,A,9
ERRONEOUSLY,A,11
ERROR,A,5
ERSATZ,A,6
ERST,A,4
ERSTWHILE,A,9
ERUDITE,A,7
ERUDITION,A,9
ERUPT,A,5
ERUPTION,A,8
ERUPTIVE,A,8
ERYSIPELAS,A,10
ERYTHEMA,A,8
ERYTHEMATOUS,A,12
ERYTHROCYTE,A,11
ERYTHROID,A,9
ERYTHROMYCIN,A,12
ERYTHROPOIESIS,A,14
ERYTHROPOIETIC,A,14
ERYTHROPOIETIN,A,14
ESCALATE,A,8
ESCALATION,A,10
ESCALATOR,A,9
ESCAPADE,A,8
ESCAPE,A,6
ESCAPEMENT,A,10
ESCAPISM,A,8
ESCAPIST,A,8
ESCARPMENT,A,10
ESCHAR,A,6
ESCHATOLOGICAL,A,14
ESCHATOLOGY,A,11
ESCHEAT,A,7
ESCHEW,A,6
ESCORT,A,6
ESCROW,A,6
ESCUTCHEON,A,10
ESKER,A,5
ESOPHAGEAL,A,10
ESOPHAGUS,A,9
ESOTERIC,A,8
ESOTROPIA,A,9
ESPANOL,A,7
ESPANOLES,A,9
ESPECIAL,A,8
ESPECIALLY,A,10
ESPERANCE,A,9
ESPIONAGE,A,9
ESPLANADE,A,9
ESPOUSAL,A,8
ESPOUSE,A,7
ESPRESSO,A,8
ESPRIT,A,6
ESPY,A,4
ESQUIRE,A,7
ESSAY,A,5
ESSAYIST,A,8
ESSENCE,A,7
ESSENTIAL,A,9
ESSENTIALISM,A,12
ESSENTIALIST,A,12
ESSENTIALITY,A,12
ESSENTIALLY,A,11
ESTABLISH,A,9
ESTABLISHMENT,A,13
ESTANCIA,A,8
ESTATE,A,6
ESTEEM,A,6
ESTER,A,5
ESTERASE,A,8
ESTERASES,A,9
ESTERIFICATION,A,14
ESTHETIC,A,8
ESTIMABLE,A,9
ESTIMATE,A,8
ESTIMATION,A,10
ESTIMATOR,A,9
ESTOPPED,A,8
ESTOPPEL,A,8
ESTRADIOL,A,9
ESTRAGON,A,8
ESTRANGE,A,8
ESTRANGEMENT,A,12
ESTRIOL,A,7
ESTROGEN,A,8
ESTROGENIC,A,10
ESTRONE,A,7
ESTROUS,A,7
ESTRUS,A,6
ESTUARINE,A,9
ESTUARY,A,7
ETCETERA,A,8
ETCH,A,4
ETCHER,A,6
ETCHING,A,7
ETERNAL,A,7
ETERNALLY,A,9
ETERNITY,A,8
ETHAMBUTOL,A,10
ETHANE,A,6
ETHANOL,A,7
ETHANOLAMINE,A,12
ETHER,A,5
ETHEREAL,A,8
ETHERIC,A,7
ETHIC,A,5
ETHICAL,A,7
ETHICALLY,A,9
ETHICIST,A,8
ETHINYL,A,7
ETHMOID,A,7
ETHMOIDAL,A,9
ETHNIC,A,6
ETHNICAL,A,8
ETHNICALLY,A,10
ETHNICITY,A,9
ETHNOCENTRIC,A,12
ETHNOCENTRISM,A,13
ETHNOGRAPHER,A,12
ETHNOGRAPHIC,A,12
ETHNOGRAPHICAL,A,14
ETHNOGRAPHY,A,11
ETHNOHISTORY,A,12
ETHNOLOGICAL,A,12
ETHNOLOGIST,A,11
ETHNOLOGY,A,9
ETHNOMUSICOLOGY,A,15
ETHNOS,A,6
ETHOLOGICAL,A,11
ETHOLOGY,A,8
ETHOS,A,5
ETHYLBENZENE,A,12
ETIC,A,4
ETIOLOGIC,A,9
ETIOLOGICAL,A,11
ETIOLOGY,A,8
ETIQUETTE,A,9
ETNA,A,4
ETOILE,A,6
ETUDE,A,5
ETYMOLOGICAL,A,12
ETYMOLOGICALLY,A,14
ETYMOLOGY,A,9
EUCALYPT,A,8
EUCALYPTUS,A,10
EUCHARISTIC,A,11
EUCLIDEAN,A,9
EUCLIDIAN,A,9
EUGENIA,A,7
EUGENIC,A,7
EUGENOL,A,7
EUGLENA,A,7
EUKARYOTIC,A,10
EULOGISTIC,A,10
EULOGIUM,A,8
EULOGY,A,6
EUNUCH,A,6
EUONYMUS,A,8
EUPHEMISM,A,9
EUPHEMISTIC,A,11
EUPHEMISTICALLY,A,15
EUPHONIOUS,A,10
EUPHONY,A,7
EUPHORBIA,A,9
EUPHORIA,A,8
EUPHORIC,A,8
EUREKA,A,6
EURO,A,4
EUROPIUM,A,8
EUSTATIC,A,8
EUTECTIC,A,8
EUTECTOID,A,9
EUTHANASIA,A,10
EUTHYROID,A,9
EUTROPHIC,A,9
EUTROPHICATION,A,14
EVACUATE,A,8
EVACUATION,A,10
EVACUEE,A,7
EVADE,A,5
EVALUATE,A,8
EVALUATION,A,10
EVALUATIVE,A,10
EVALUATOR,A,9
EVANESCENCE,A,11
EVANESCENT,A,10
EVANGEL,A,7
EVANGELIC,A,9
EVANGELICAL,A,11
EVANGELISM,A,10
EVANGELIST,A,10
EVANGELISTIC,A,12
EVANGELIZATION,A,14
EVANGELIZE,A,10
EVAPORATE,A,9
EVAPORATION,A,11
EVAPORATIVE,A,11
EVAPORATOR,A,10
EVAPORATORS,A,11
EVAPORITE,A,9
EVASION,A,7
EVASIVE,A,7
EVASIVELY,A,9
EVASIVENESS,A,11
EVEN,A,4
EVENHANDED,A,10
EVENING,A,7
EVENLY,A,6
EVENNESS,A,8
EVENSONG,A,8
EVENT,A,5
EVENTFUL,A,8
EVENTIDE,A,8
EVENTUAL,A,8
EVENTUALITY,A,11
EVENTUALLY,A,10
EVENTUATE,A,9
EVER,A,4
EVERGLADES,A,10
EVERGREEN,A,9
EVERLASTING,A,11
EVERLASTINGLY,A,13
EVERMORE,A,8
EVERSION,A,8
EVERT,A,5
EVERY,A,5
EVERYBODY,A,9
EVERYDAY,A,8
EVERYMAN,A,8
EVERYONE,A,8
EVERYTHING,A,10
EVERYWHERE,A,10
EVICT,A,5
EVICTION,A,8
EVIDENCE,A,8
EVIDENT,A,7
EVIDENTIAL,A,10
EVIDENTIARY,A,11
EVIDENTLY,A,9
EVIL,A,4
EVILLY,A,6
EVINCE,A,6
EVISCERATION,A,12
EVOCATION,A,9
EVOCATIVE,A,9
EVOKE,A,5
EVOLUTION,A,9
EVOLUTIONARILY,A,14
EVOLUTIONARY,A,12
EVOLUTIONISM,A,12
EVOLUTIONIST,A,12
EVOLVE,A,6
EWER,A,4
EXACERBATE,A,10
EXACERBATION,A,12
EXACT,A,5
EXACTION,A,8
EXACTITUDE,A,10
EXACTLY,A,7
EXACTNESS,A,9
EXAGGERATE,A,10
EXAGGERATEDLY,A,13
EXAGGERATION,A,12
EXALT,A,5
EXALTATION,A,10
EXAM,A,4
EXAMEN,A,6
EXAMINATION,A,11
EXAMINE,A,7
EXAMINEE,A,8
EXAMINER,A,8
EXAMPLE,A,7
EXARCH,A,6
EXASPERATE,A,10
EXASPERATION,A,12
EXCAVATE,A,8
EXCAVATION,A,10
EXCAVATOR,A,9
EXCEED,A,6
EXCEEDINGLY,A,11
EXCEL,A,5
EXCELLENCE,A,10
EXCELLENCY,A,10
EXCELLENT,A,9
EXCELLENTLY,A,11
EXCELSIOR,A,9
EXCEPT,A,6
EXCEPTION,A,9
EXCEPTIONABLE,A,13
EXCEPTIONAL,A,11
EXCEPTIONALISM,A,14
EXCEPTIONALLY,A,13
EXCERPT,A,7
EXCESS,A,6
EXCESSIVE,A,9
EXCESSIVELY,A,11
EXCHANGE,A,8
EXCHANGEABLE,A,12
EXCHANGER,A,9
EXCHEQUER,A,9
EXCIMER,A,7
EXCISE,A,6
EXCISION,A,8
EXCISIONAL,A,10
EXCITABILITY,A,12
EXCITABLE,A,9
EXCITATION,A,10
EXCITATORY,A,10
EXCITE,A,6
EXCITEDLY,A,9
EXCITEMENT,A,10
EXCITER,A,7
EXCITON,A,7
EXCITONS,A,8
EXCLAIM,A,7
EXCLAIMING,A,10
EXCLAMATION,A,11
EXCLAMATORY,A,11
EXCLUDABLE,A,10
EXCLUDE,A,7
EXCLUSION,A,9
EXCLUSIONARY,A,12
EXCLUSIVE,A,9
EXCLUSIVELY,A,11
EXCLUSIVENESS,A,13
EXCLUSIVITY,A,11
EXCOMMUNICATE,A,13
EXCOMMUNICATION,A,15
EXCORIATION,A,11
EXCREMENT,A,9
EXCRESCENCE,A,11
EXCRETA,A,7
EXCRETE,A,7
EXCRETING,A,9
EXCRETION,A,9
EXCRETORY,A,9
EXCRUCIATINGLY,A,14
EXCULPATE,A,9
EXCULPATION,A,11
EXCULPATORY,A,11
EXCURSION,A,9
EXCURSUS,A,8
EXCUSABLE,A,9
EXCUSE,A,6
EXEC,A,4
EXECRABLE,A,9
EXECRATION,A,10
EXECUTABLE,A,10
EXECUTE,A,7
EXECUTING,A,9
EXECUTION,A,9
EXECUTIONER,A,11
EXECUTIVE,A,9
EXECUTOR,A,8
EXECUTORY,A,9
EXECUTRIX,A,9
EXEGESIS,A,8
EXEGETE,A,7
EXEGETICAL,A,10
EXEMPLA,A,7
EXEMPLAR,A,8
EXEMPLARY,A,9
EXEMPLIFICATION,A,15
EXEMPLIFY,A,9
EXEMPLUM,A,8
EXEMPT,A,6
EXEMPTION,A,9
EXERCISABLE,A,11
EXERCISE,A,8
EXERCISING,A,10
EXERT,A,5
EXERTION,A,8
EXEUNT,A,6
EXFOLIATION,A,11
EXFOLIATIVE,A,11
EXHALATION,A,10
EXHALE,A,6
EXHAUST,A,7
EXHAUSTIBLE,A,11
EXHAUSTION,A,10
EXHAUSTIVE,A,10
EXHAUSTIVELY,A,12
EXHAUSTLESS,A,11
EXHIBIT,A,7
EXHIBITION,A,10
EXHIBITIONISM,A,13
EXHIBITIONIST,A,13
EXHIBITOR,A,9
EXHILARATION,A,12
EXHORT,A,6
EXHORTATION,A,11
EXHUMATION,A,10
EXIGENCE,A,8
EXIGENCES,A,9
EXIGENCY,A,8
EXIGENT,A,7
EXILE,A,5
EXILIC,A,6
EXIST,A,5
EXISTENCE,A,9
EXISTENT,A,8
EXISTENTIAL,A,11
EXISTENTIALISM,A,14
EXISTENTIALIST,A,14
EXISTENTIALLY,A,13
EXISTENTS,A,9
EXIT,A,4
EXOCRINE,A,8
EXOCYTOSIS,A,10
EXODUS,A,6
EXOGAMOUS,A,9
EXOGAMY,A,7
EXOGENOUS,A,9
EXOGENOUSLY,A,11
EXON,A,4
EXONERATE,A,9
EXONERATION,A,11
EXONUCLEASE,A,11
EXOPHTHALMIC,A,12
EXOPHTHALMOS,A,12
EXORBITANT,A,10
EXORCISE,A,8
EXORCISM,A,8
EXORCIST,A,8
EXORDIUM,A,8
EXOSKELETON,A,11
EXOSTOSIS,A,9
EXOTERIC,A,8
EXOTHERMIC,A,10
EXOTIC,A,6
EXOTICA,A,7
EXOTICISM,A,9
EXOTICS,A,7
EXOTOXIN,A,8
EXPAND,A,6
EXPANDABLE,A,10
EXPANDER,A,8
EXPANDERS,A,9
EXPANSE,A,7
EXPANSION,A,9
EXPANSIONARY,A,12
EXPANSIONISM,A,12
EXPANSIONIST,A,12
EXPANSIONISTS,A,13
EXPANSIVE,A,9
EXPANSIVELY,A,11
EXPANSIVENESS,A,13
EXPATIATE,A,9
EXPATRIATE,A,10
EXPATRIATION,A,12
EXPECT,A,6
EXPECTABLE,A,10
EXPECTANCY,A,10
EXPECTANT,A,9
EXPECTANTLY,A,11
EXPECTATION,A,11
EXPECTORANT,A,11
EXPECTORATION,A,13
EXPEDIENCE,A,10
EXPEDIENCY,A,10
EXPEDIENT,A,9
EXPEDITE,A,8
EXPEDITION,A,10
EXPEDITIONARY,A,13
EXPEDITIOUS,A,11
EXPEDITIOUSLY,A,13
EXPEL,A,5
EXPELLING,A,9
EXPEND,A,6
EXPENDABLE,A,10
EXPENDING,A,9
EXPENDITURE,A,11
EXPENSE,A,7
EXPENSIVE,A,9
EXPENSIVELY,A,11
EXPERIENCE,A,10
EXPERIENTIAL,A,12
EXPERIENTIALLY,A,14
EXPERIMENT,A,10
EXPERIMENTAL,A,12
EXPERIMENTALISM,A,15
EXPERIMENTALIST,A,15
EXPERIMENTALLY,A,14
EXPERIMENTATION,A,15
EXPERIMENTER,A,12
EXPERT,A,6
EXPERTISE,A,9
EXPERTLY,A,8
EXPERTNESS,A,10
EXPIATE,A,7
EXPIATION,A,9
EXPIATORY,A,9
EXPIRATION,A,10
EXPIRATORY,A,10
EXPIRE,A,6
EXPIRY,A,6
EXPLAIN,A,7
EXPLAINABLE,A,11
EXPLANATION,A,11
EXPLANATORY,A,11
EXPLANT,A,7
EXPLANTS,A,8
EXPLETIVE,A,9
EXPLICABLE,A,10
EXPLICATE,A,9
EXPLICATION,A,11
EXPLICIT,A,8
EXPLICITLY,A,10
EXPLICITNESS,A,12
EXPLODE,A,7
EXPLOIT,A,7
EXPLOITABLE,A,11
EXPLOITATION,A,12
EXPLOITATIVE,A,12
EXPLOITER,A,9
EXPLOITIVE,A,10
EXPLORATION,A,11
EXPLORATORY,A,11
EXPLORE,A,7
EXPLORER,A,8
EXPLOSION,A,9
EXPLOSIVE,A,9
EXPLOSIVELY,A,11
EXPO,A,4
EXPONENT,A,8
EXPONENTIAL,A,11
EXPONENTIALLY,A,13
EXPONENTIATION,A,14
EXPORT,A,6
EXPORTABLE,A,10
EXPORTATION,A,11
EXPORTER,A,8
EXPORTING,A,9
EXPOSE,A,6
EXPOSITION,A,10
EXPOSITOR,A,9
EXPOSITORY,A,10
EXPOSTULATE,A,11
EXPOSTULATION,A,13
EXPOSURE,A,8
EXPOUND,A,7
EXPOUNDER,A,9
EXPOUNDING,A,10
EXPRESS,A,7
EXPRESSIBLE,A,11
EXPRESSION,A,10
EXPRESSIONISM,A,13
EXPRESSIONIST,A,13
EXPRESSIONISTIC,A,15
EXPRESSIONLESS,A,14
EXPRESSIVE,A,10
EXPRESSIVELY,A,12
EXPRESSIVENESS,A,14
EXPRESSIVITY,A,12
EXPRESSLY,A,9
EXPRESSWAY,A,10
EXPROPRIATE,A,11
EXPROPRIATION,A,13
EXPULSION,A,9
EXPULSIVE,A,9
EXPUNGE,A,7
EXQUISITE,A,9
EXQUISITELY,A,11
EXTANT,A,6
EXTEMPORANEOUS,A,14
EXTEMPORE,A,9
EXTEND,A,6
EXTENDER,A,8
EXTENDERS,A,9
EXTENSIBILITY,A,13
EXTENSIBLE,A,10
EXTENSION,A,9
EXTENSIONAL,A,11
EXTENSIVE,A,9
EXTENSIVELY,A,11
EXTENSIVENESS,A,13
EXTENSOR,A,8
EXTENT,A,6
EXTENUATE,A,9
EXTENUATION,A,11
EXTERIOR,A,8
EXTERIORITY,A,11
EXTERMINATE,A,11
EXTERMINATION,A,13
EXTERN,A,6
EXTERNAL,A,8
EXTERNALISM,A,11
EXTERNALITY,A,11
EXTERNALIZATION,A,15
EXTERNALIZE,A,11
EXTERNALLY,A,10
EXTINCT,A,7
EXTINCTION,A,10
EXTINGUISH,A,10
EXTINGUISHER,A,12
EXTINGUISHING,A,13
EXTINGUISHMENT,A,14
EXTIRPATE,A,9
EXTIRPATION,A,11
EXTOL,A,5
EXTORT,A,6
EXTORTION,A,9
EXTORTIONATE,A,12
EXTRA,A,5
EXTRACELLULAR,A,13
EXTRACORPOREAL,A,14
EXTRACRANIAL,A,12
EXTRACT,A,7
EXTRACTABLE,A,11
EXTRACTION,A,10
EXTRACTIVE,A,10
EXTRACTIVES,A,11
EXTRACTOR,A,9
EXTRACURRICULAR,A,15
EXTRADITE,A,9
EXTRADITION,A,11
EXTRAGALACTIC,A,13
EXTRAHEPATIC,A,12
EXTRAJUDICIAL,A,13
EXTRALEGAL,A,10
EXTRALINGUISTIC,A,15
EXTRAMARITAL,A,12
EXTRAMURAL,A,10
EXTRANEOUS,A,10
EXTRANET,A,8
EXTRAORDINAIRE,A,14
EXTRAORDINARILY,A,15
EXTRAORDINARY,A,13
EXTRAPOLATE,A,11
EXTRAPOLATION,A,13
EXTRAPYRAMIDAL,A,14
EXTRASENSORY,A,12
EXTRAUTERINE,A,12
EXTRAVAGANCE,A,12
EXTRAVAGANT,A,11
EXTRAVAGANTLY,A,13
EXTRAVAGANZA,A,12
EXTRAVASATION,A,13
EXTRAVASCULAR,A,13
EXTRAVERSION,A,12
EXTRAVERTED,A,11
EXTREME,A,7
EXTREMELY,A,9
EXTREMISM,A,9
EXTREMIST,A,9
EXTREMITY,A,9
EXTREMUM,A,8
EXTRICATE,A,9
EXTRICATION,A,11
EXTRINSIC,A,9
EXTROVERSION,A,12
EXTROVERT,A,9
EXTROVERTED,A,11
EXTRUDE,A,7
EXTRUDER,A,8
EXTRUSION,A,9
EXTRUSIVE,A,9
EXUBERANCE,A,10
EXUBERANT,A,9
EXUBERANTLY,A,11
EXUDATE,A,7
EXUDATION,A,9
EXUDATIVE,A,9
EXUDE,A,5
EXULT,A,5
EXULTANT,A,8
EXULTANTLY,A,10
EXULTATION,A,10
EXULTINGLY,A,10
EYEBALL,A,7
EYEBROW,A,7
EYEDROPPER,A,10
EYEGLASS,A,8
EYELASH,A,7
EYELESS,A,7
EYELET,A,6
EYELID,A,6
EYEPIECE,A,8
EYESIGHT,A,8
EYESORE,A,7
EYESTRAIN,A,9
EYEWITNESS,A,10
EYRE,A,4
EYRIE,A,5
FABLE,A,5
FABLED,A,6
FABLIAUX,A,8
FABRIC,A,6
FABRICATE,A,9
FABRICATION,A,11
FABRICATOR,A,10
FABULOUS,A,8
FABULOUSLY,A,10
FACADE,A,6
FACE,A,4
FACEDOWN,A,8
FACELESS,A,8
FACEPLATE,A,9
FACET,A,5
FACETED,A,7
FACETIOUS,A,9
FACETIOUSLY,A,11
FACIAL,A,6
FACIALLY,A,8
FACIES,A,6
FACILE,A,6
FACILITATE,A,10
FACILITATION,A,12
FACILITATIVE,A,12
FACILITATOR,A,11
FACILITY,A,8
FACING,A,6
FACSIMILE,A,9
FACT,A,4
FACTICITY,A,9
FACTION,A,7
FACTIONAL,A,9
FACTIONALISM,A,12
FACTIOUS,A,8
FACTITIOUS,A,10
FACTOR,A,6
FACTORIAL,A,9
FACTORING,A,9
FACTORIZATION,A,13
FACTORY,A,7
FACTOTUM,A,8
FACTUAL,A,7
FACTUALITY,A,10
FACTUALLY,A,9
FACULTATIVE,A,11
FACULTY,A,7
FADE,A,4
FADER,A,5
FADING,A,6
FAECAL,A,6
FAECES,A,6
FAERIE,A,6
FAERY,A,5
FAGIN,A,5
FAGOT,A,5
FAIENCE,A,7
FAIL,A,4
FAILING,A,7
FAILURE,A,7
FAIN,A,4
FAINT,A,5
FAINTLY,A,7
FAINTNESS,A,9
FAIR,A,4
FAIRGROUND,A,10
FAIRLY,A,6
FAIRNESS,A,8
FAIRWAY,A,7
FAIRY,A,5
FAIRYLAND,A,9
FAITH,A,5
FAITHFUL,A,8
FAITHFULLY,A,10
FAITHFULNESS,A,12
FAITHLESS,A,9
FAITHLESSNESS,A,13
FAKE,A,4
FAKIR,A,5
FALCON,A,6
FALCONER,A,8
FALCONRY,A,8
FALL,A,4
FALLACIOUS,A,10
FALLACY,A,7
FALLBACK,A,8
FALLIBILITY,A,11
FALLIBLE,A,8
FALLOUT,A,7
FALLOW,A,6
FALLOWING,A,9
FALSE,A,5
FALSEHOOD,A,9
FALSELY,A,7
FALSENESS,A,9
FALSETTO,A,8
FALSIFIABLE,A,11
FALSIFICATION,A,13
FALSIFY,A,7
FALSIFYING,A,10
FALSITY,A,7
FALTER,A,6
FALTERING,A,9
FALX,A,4
FAME,A,4
FAMED,A,5
FAMILIAL,A,8
FAMILIAR,A,8
FAMILIARISE,A,11
FAMILIARITY,A,11
FAMILIARIZATION,A,15
FAMILIARIZE,A,11
FAMILIARLY,A,10
FAMILISM,A,8
FAMILY,A,6
FAMINE,A,6
FAMOUS,A,6
FAMOUSLY,A,8
FANATIC,A,7
FANATICAL,A,9
FANATICALLY,A,11
FANATICISM,A,10
FANCIER,A,7
FANCIFUL,A,8
FANCIFULLY,A,10
FANCY,A,5
FANDANGO,A,8
FANDOM,A,6
FANE,A,4
FANFARE,A,7
FANG,A,4
FANNER,A,6
FANNERS,A,7
FANO,A,4
FANON,A,5
FANTAIL,A,7
FANTASIA,A,8
FANTASIZE,A,9
FANTASTIC,A,9
FANTASTICAL,A,11
FANTASTICALLY,A,13
FANTASY,A,7
FARAD,A,5
FARADAY,A,7
FARADIC,A,7
FARAWAY,A,7
FARCE,A,5
FARCICAL,A,8
FARD,A,4
FARE,A,4
FAREWELL,A,8
FARINA,A,6
FARINACEOUS,A,11
FARM,A,4
FARMER,A,6
FARMHOUSE,A,9
FARMING,A,7
FARMLAND,A,8
FARMSTEAD,A,9
FARMWORKERS,A,11
FARMYARD,A,8
FARO,A,4
FARRAGO,A,7
FARRIER,A,7
FARROW,A,6
FARROWING,A,9
FARSIGHTED,A,10
FARSIGHTEDNESS,A,14
FART,A,4
FARTHER,A,7
FARTHEST,A,8
FARTHING,A,8
FASCES,A,6
FASCIA,A,6
FASCIAL,A,7
FASCICLE,A,8
FASCICULUS,A,10
FASCIITIS,A,9
FASCINATE,A,9
FASCINATION,A,11
FASCINES,A,8
FASCISM,A,7
FASCIST,A,7
FASH,A,4
FASHION,A,7
FASHIONABLE,A,11
FASHIONABLY,A,11
FASHIONING,A,10
FAST,A,4
FASTBALL,A,8
FASTEN,A,6
FASTENER,A,8
FASTENING,A,9
FASTIDIOUS,A,10
FASTIDIOUSLY,A,12
FASTIDIOUSNESS,A,14
FASTING,A,7
FASTNESS,A,8
FATAL,A,5
FATALISM,A,8
FATALIST,A,8
FATALISTIC,A,10
FATALITY,A,8
FATALLY,A,7
FATE,A,4
FATEFUL,A,7
FATHER,A,6
FATHERHOOD,A,10
FATHERLAND,A,10
FATHERLESS,A,10
FATHERLY,A,8
FATHOM,A,6
FATHOMLESS,A,10
FATIGUE,A,7
FATNESS,A,7
FATTEN,A,6
FATUITY,A,7
FATUOUS,A,7
FATWA,A,5
FAUBOURG,A,8
FAUCES,A,6
FAUCET,A,6
FAULT,A,5
FAULTING,A,8
FAULTLESS,A,9
FAULTLESSLY,A,11
FAULTY,A,6
FAUN,A,4
FAUNA,A,5
FAUNAL,A,6
FAUX,A,4
FAVA,A,4
FAVOR,A,5
FAVORABLE,A,9
FAVORABLY,A,9
FAVORITE,A,8
FAVORITISM,A,10
FAWN,A,4
FAYING,A,6
FAZENDA,A,7
FEALTY,A,6
FEAR,A,4
FEARFUL,A,7
FEARFULLY,A,9
FEARFULNESS,A,11
FEARLESS,A,8
FEARLESSLY,A,10
FEARLESSNESS,A,12
FEARSOME,A,8
FEASIBILITY,A,11
FEASIBLE,A,8
FEAST,A,5
FEASTING,A,8
FEAT,A,4
FEATHER,A,7
FEATHERING,A,10
FEATHERY,A,8
FEATURE,A,7
FEATURELESS,A,11
FEBRILE,A,7
FECKLESS,A,8
FECUND,A,6
FECUNDATION,A,11
FECUNDITY,A,9
FEDAYEEN,A,8
FEDERAL,A,7
FEDERALISM,A,10
FEDERALIST,A,10
FEDERALLY,A,9
FEDERATE,A,8
FEDERATION,A,10
FEDERATIVE,A,10
FEDEX,A,5
FEDORA,A,6
FEEBLE,A,6
FEEBLEMINDED,A,12
FEEBLENESS,A,10
FEEBLY,A,6
FEED,A,4
FEEDBACK,A,8
FEEDER,A,6
